_key,cik_str,ticker,title
5914,39092,FRD,FRIEDMAN INDUSTRIES INC
5915,1858007,GDST,Goldenstone Acquisition Ltd.
5916,1679817,OZSC,"OZOP ENERGY SOLUTIONS, INC."
5917,855683,MLSS,MILESTONE SCIENTIFIC INC.
5918,1465470,SHMP,NaturalShrimp Inc
5919,891532,PESI,PERMA FIX ENVIRONMENTAL SERVICES INC
5920,1710340,ETON,"Eton Pharmaceuticals, Inc."
5921,1822886,HHGC,HHG Capital Corp
5922,316888,ASM,AVINO SILVER & GOLD MINES LTD
5923,1320854,RAIL,"FreightCar America, Inc."
5924,1680048,MBIO,"MUSTANG BIO, INC."
5925,779544,ARKR,ARK RESTAURANTS CORP
5926,1702123,CRDL,Cardiol Therapeutics Inc.
5927,1843608,DILA,Dila Capital Acquisition Corp
5928,61004,LGL,LGL GROUP INC
5929,1853774,MCAF,Mountain Crest Acquisition Corp. IV
5930,1534969,SERA,"SERA PROGNOSTICS, INC."
5931,1854583,ASPA,"Abri SPAC I, Inc."
5932,1133311,TZOO,TRAVELZOO
5933,1517022,AKBA,"Akebia Therapeutics, Inc."
5934,1422892,SGLY,Singularity Future Technology Ltd.
5935,1735041,GTEC,Greenland Technologies Holding Corp.
5936,847411,CXH,MFS INVESTMENT GRADE MUNICIPAL TRUST
5937,47307,CRAWA,CRAWFORD UNITED Corp
5938,1760683,ESSC,East Stone Acquisition Corp
5939,914122,PPIH,"Perma-Pipe International Holdings, Inc."
5940,1829999,FOXW,FoxWayne Enterprises Acquisition Corp.
5941,1692427,NCSM,"NCS Multistage Holdings, Inc."
5942,1087456,UBOH,UNITED BANCSHARES INC/OH
5943,1534154,AUID,authID Inc.
5944,101295,UG,UNITED GUARDIAN INC
5945,1801777,AMTI,Applied Molecular Transport Inc.
5946,1876581,IMPP,Imperial Petroleum Inc./Marshall Islands
5947,1657642,PKKW,Parkway Acquisition Corp.
5948,1723935,STG,Sunlands Technology Group
5949,1595248,GNPX,"Genprex, Inc."
5950,1078207,NLS,"NAUTILUS, INC."
5951,1873964,CPAQ,Counter Press Acquisition Corp
5952,1898601,IPX,IPERIONX Ltd
5953,1362190,AEYE,AUDIOEYE INC
5954,1725872,BMTX,"BM Technologies, Inc."
5955,1340476,DRTT,DIRTT ENVIRONMENTAL SOLUTIONS LTD
5956,896923,DDF,"DELAWARE INVESTMENTS DIVIDEND & INCOME FUND, INC"
5957,1527599,SYBX,"SYNLOGIC, INC."
5958,1867066,DERM,Journey Medical Corp
5959,1696558,JRSH,"Jerash Holdings (US), Inc."
5960,751365,VIRC,VIRCO MFG CORPORATION
5961,1834645,IGNY,Ignyte Acquisition Corp.
5962,1113148,INFI,"INFINITY PHARMACEUTICALS, INC."
5963,1859902,VLNS,"Valens Company, Inc."
5964,1753217,JHAA,Nuveen Corporate Income 2023 Target Term Fund
5965,1854445,VRAR,"Glimpse Group, Inc."
5966,1621832,AQMS,"Aqua Metals, Inc."
5967,1670349,USWS,"U.S. WELL SERVICES, INC."
5968,1459188,FDOC,"FUEL DOCTOR HOLDINGS, INC."
5969,1126234,LUMO,"LUMOS PHARMA, INC."
5970,1708493,HARP,"Harpoon Therapeutics, Inc."
5971,1709401,RUBY,"Rubius Therapeutics, Inc."
5972,1463361,UBX,"Unity Biotechnology, Inc."
5973,1500375,HFBL,"Home Federal Bancorp, Inc. of Louisiana"
5974,1759008,LOTZ,"CarLotz, Inc."
5975,1471727,BTTR,Better Choice Co Inc.
5976,1723069,TLSA,Tiziana Life Sciences Ltd
5977,832489,GOVX,"GeoVax Labs, Inc."
5978,1129928,ONCY,ONCOLYTICS BIOTECH INC
5979,860131,WAYS,Wave Sync Corp.
5980,1848000,LAAA,Lakeshore Acquisition I Corp.
5981,1787384,FFBW,"FFBW, Inc. /MD/"
5982,1757143,AIH,Aesthetic Medical International Holdings Group Ltd
5983,1476963,NHWK,"NightHawk Biosciences, Inc."
5984,811641,ICCC,IMMUCELL CORP /DE/
5985,740664,RFIL,R F INDUSTRIES LTD
5986,1320350,LNSR,"LENSAR, Inc."
5987,1262104,MEIP,"MEI Pharma, Inc."
5988,1836242,TKLF,"Yoshitsu Co., Ltd"
5989,1853775,MCAE,Mountain Crest Acquisition Corp. III
5990,1738827,KLXE,"KLX Energy Services Holdings, Inc."
5991,1089872,GAIA,"GAIA, INC"
5992,1421570,DRRSF,ARIANNE PHOSPHATE INC.
5993,925173,PTBS,POTOMAC BANCSHARES INC
5994,1556266,GLG,"TD Holdings, Inc."
5995,770460,PFBX,PEOPLES FINANCIAL CORP /MS/
5996,1000045,NICK,NICHOLAS FINANCIAL INC
5997,1828253,EVAX,Evaxion Biotech A/S
5998,1630511,ENMPY,Ensurge Micropower ASA/ADR
5999,1602706,LNGB,KAOPU GROUP INC
6000,1360565,WFCF,"Where Food Comes From, Inc."
6001,1840748,LVTX,LAVA Therapeutics NV
6002,1514597,FURY,FURY GOLD MINES LTD
6003,86115,SFE,SAFEGUARD SCIENTIFICS INC
6004,844856,HCMC,Healthier Choices Management Corp.
6005,1850079,DNAY,"Codex DNA, Inc."
6006,1816736,GMTX,"Gemini Therapeutics, Inc. /DE"
6007,1400897,SRV,CUSHING MLP & INFRASTRUCTURE TOTAL RETURN FUND
6008,1454789,ATXS,"Astria Therapeutics, Inc."
6009,1776932,MMNFF,"MedMen Enterprises, Inc."
6010,862022,HGTXU,HUGOTON ROYALTY TRUST
6011,1723580,BFI,"BurgerFi International, Inc."
6012,839470,WWR,"WESTWATER RESOURCES, INC."
6013,1077640,WMLLF,Wealth Minerals Ltd.
6014,1551986,NMTR,"9 METERS BIOPHARMA, INC."
6015,1302624,FAM,FIRST TRUST/ABRDN GLOBAL OPPORTUNITY INCOME FUND
6016,707605,ASRV,AMERISERV FINANCIAL INC /PA/
6017,1507957,IPWR,Ideal Power Inc.
6018,1706524,UGRO,"urban-gro, Inc."
6019,1602380,JROOF,Jericho Energy Ventures Inc.
6020,1848097,SPK,SPK Acquisition Corp.
6021,1498232,TRRB,"TripBorn, Inc."
6022,1178840,NBW,NEUBERGER BERMAN CALIFORNIA MUNICIPAL FUND INC.
6023,1584371,ICCM,IceCure Medical Ltd.
6024,1630113,BTCY,BIOTRICITY INC.
6025,1218683,MIGI,Mawson Infrastructure Group Inc.
6026,840551,TMDI,TITAN MEDICAL INC
6027,845819,KTEL,"KonaTel, Inc."
6028,1553846,RDHL,RedHill Biopharma Ltd.
6029,1607962,RWLK,ReWalk Robotics Ltd.
6030,1648636,TRLEF,Trillion Energy International Inc.
6031,1788841,HLBZ,"Helbiz, Inc."
6032,1378140,OPTT,"Ocean Power Technologies, Inc."
6033,1625101,PLSE,"Pulse Biosciences, Inc."
6034,1169245,PHAS,PhaseBio Pharmaceuticals Inc
6035,1637715,RPHM,"Reneo Pharmaceuticals, Inc."
6036,1174891,BUUZ,"CalEthos, Inc."
6037,1321851,SEED,Origin Agritech LTD
6038,1849867,CLST,"Catalyst Bancorp, Inc."
6039,1566469,NH,"NantHealth, Inc."
6040,1001115,GEOS,GEOSPACE TECHNOLOGIES CORP
6041,912061,NHTC,NATURAL HEALTH TRENDS CORP
6042,911216,PTN,PALATIN TECHNOLOGIES INC
6043,1080340,LOAN,"MANHATTAN BRIDGE CAPITAL, INC"
6044,1699906,BKRRF,BLACKROCK SILVER CORP.
6045,1732406,LTCN,Grayscale Litecoin Trust (LTC)
6046,1697818,ICLK,iClick Interactive Asia Group Ltd
6047,1780097,BXRX,"Baudax Bio, Inc."
6048,1787518,BRLI,Brilliant Acquisition Corp
6049,849145,HGBL,Heritage Global Inc.
6050,1302387,BVFL,"BV Financial, Inc."
6051,1455634,SMWPY,Connect Group PLC / ADR
6052,40570,JOB,GEE Group Inc.
6053,64463,SLNH,"Soluna Holdings, Inc"
6054,1005101,MGLD,"Marygold Companies, Inc."
6055,1847360,BCOW,"1895 Bancorp of Wisconsin, Inc. /MD/"
6056,795800,WSCRF,North American Nickel Inc.
6057,1783407,LIZI,LIZHI INC.
6058,1538217,SRAX,"SRAX, Inc."
6059,1850398,TCBC,"TC Bancshares, Inc."
6060,278165,OMQS,OMNIQ Corp.
6061,1749797,CIH,China Index Holdings Ltd
6062,1297341,KFFB,Kentucky First Federal Bancorp
6063,1630212,AVCO,Avalon GloboCare Corp.
6064,1523289,DMA,Destra Multi-Alternative Fund
6065,1735948,GBNH,Greenbrook TMS Inc.
6066,1806524,LGHL,Lion Group Holding Ltd
6067,1818838,ADAG,Adagene Inc.
6068,1075736,CXDO,"Crexendo, Inc."
6069,893739,TURN,180 DEGREE CAPITAL CORP. /NY/
6070,1872356,AERC,"AeroClean Technologies, Inc."
6071,25895,CRWS,CROWN CRAFTS INC
6072,1526329,TTP,"TORTOISE PIPELINE & ENERGY FUND, INC."
6073,1390478,SLS,"SELLAS Life Sciences Group, Inc."
6074,754811,GROW,U S GLOBAL INVESTORS INC
6075,1829802,SNSE,"Sensei Biotherapeutics, Inc."
6076,1578348,ICMB,"Investcorp Credit Management BDC, Inc."
6077,793524,REFR,RESEARCH FRONTIERS INC
6078,1844389,ACBA,Ace Global Business Acquisition Ltd
6079,1455365,CGTX,COGNITION THERAPEUTICS INC
6080,1832168,LBPH,"Longboard Pharmaceuticals, Inc."
6081,1113513,MOST,"MobileSmith, Inc."
6082,1467154,NOVN,"Novan, Inc."
6083,1800392,VENA,Venus Acquisition Corp
6084,1784058,PNYG,Pony Group Inc.
6085,1476573,AIRRF,Aurion Resources Ltd.
6086,1718405,HYMC,HYCROFT MINING HOLDING CORP
6087,1156174,LKCRU,LAKE AREA CORN PROCESSORS LLC
6088,87050,NEON,Neonode Inc.
6089,1050606,SALM,"SALEM MEDIA GROUP, INC. /DE/"
6090,1782037,YGMZ,MingZhu Logistics Holdings Ltd
6091,1592560,TEDU,"Tarena International, Inc."
6092,15847,BUKS,BUTLER NATIONAL CORP
6093,1568139,BENH,Bio-En Holdings Corp.
6094,1799448,ALGS,"Aligos Therapeutics, Inc."
6095,1275101,BOTJ,BANK OF THE JAMES FINANCIAL GROUP INC
6096,884269,APT,ALPHA PRO TECH LTD
6097,1289636,PFIE,PROFIRE ENERGY INC
6098,1650287,QYOUF,QYOU Media Inc.
6099,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC
6100,1472012,IMNM,Immunome Inc.
6101,1514490,RGT,"ROYCE GLOBAL VALUE TRUST, INC."
6102,1556263,SYRS,"Syros Pharmaceuticals, Inc."
6103,39020,FEIM,FREQUENCY ELECTRONICS INC
6104,838131,JMM,Nuveen Multi-Market Income Fund
6105,1708341,AESE,"Allied Esports Entertainment, Inc."
6106,1763950,LTRN,Lantern Pharma Inc.
6107,1805594,JWEL,Jowell Global Ltd.
6108,1385508,OPNT,"OPIANT PHARMACEUTICALS, INC."
6109,723603,CULP,CULP INC
6110,1318482,KDOZF,KIDOZ INC.
6111,1621906,WSTRF,Western Uranium & Vanadium Corp.
6112,1524769,CHKR,CHESAPEAKE GRANITE WASH TRUST
6113,1031235,SELF,"Global Self Storage, Inc."
6114,1362705,SNMP,Evolve Transition Infrastructure LP
6115,1514743,IROQ,"IF Bancorp, Inc."
6116,1831096,GEG,"Great Elm Group, Inc."
6117,1769267,FSEA,First Seacoast Bancorp
6118,860489,CEE,"CENTRAL & EASTERN EUROPE FUND, INC."
6119,1879103,CFSB,"CFSB Bancorp, Inc. /MA/"
6120,1498148,AITX,Artificial Intelligence Technology Solutions Inc.
6121,1901215,BNRG,Brenmiller Energy Ltd.
6122,8177,AAME,ATLANTIC AMERICAN CORP
6123,1593984,MDWD,MediWound Ltd.
6124,1761510,TLLTF,TILT Holdings Inc.
6125,1677940,BYSI,BeyondSpring Inc.
6126,1606163,LMB,"Limbach Holdings, Inc."
6127,1396502,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund
6128,1818844,VIRI,"Virios Therapeutics, Inc."
6129,1575858,PUBC,PureBase Corp
6130,1612940,PRQR,ProQR Therapeutics N.V.
6131,1420720,IBIO,"iBio, Inc."
6132,1844417,UPTD,TradeUP Acquisition Corp.
6133,1333172,NM,Navios Maritime Holdings Inc.
6134,1447380,MFON,MOBIVITY HOLDINGS CORP.
6135,1124105,CBIO,"CATALYST BIOSCIENCES, INC."
6136,788920,PDEX,PRO DEX INC
6137,1790169,FLGC,Flora Growth Corp.
6138,1420529,AACG,ATA Creativity Global
6139,1682639,EYEN,"EYENOVIA, INC."
6140,1776197,AKU,AKUMIN INC.
6141,829323,INUV,"Inuvo, Inc."
6142,1533030,CRYM,"Cryomass Technologies, Inc."
6143,1566610,VERB,"Verb Technology Company, Inc."
6144,1602078,NMRD,Nemaura Medical Inc.
6145,1046995,EMAN,EMAGIN CORP
6146,1590496,AKOM,Aerkomm Inc.
6147,798528,OMEX,ODYSSEY MARINE EXPLORATION INC
6148,65596,SIEB,SIEBERT FINANCIAL CORP
6149,1497504,PLXP,PLx Pharma Inc.
6150,717806,FUSB,"FIRST US BANCSHARES, INC."
6151,1379329,IBTN,InsCorp Inc
6152,728447,EVOA,"EVO Transportation & Energy Services, Inc."
6153,1260990,ONCT,"Oncternal Therapeutics, Inc."
6154,1274792,MACK,MERRIMACK PHARMACEUTICALS INC
6155,828146,LINK,INTERLINK ELECTRONICS INC
6156,1646576,RTTO,Rito Group Corp.
6157,1769624,AGBA,AGBA Acquisition Ltd
6158,1495231,IZEA,"IZEA Worldwide, Inc."
6159,1006830,CBKM,CONSUMERS BANCORP INC /OH/
6160,808439,TATT,TAT TECHNOLOGIES LTD
6161,84112,RSKIA,"GEORGE RISK INDUSTRIES, INC."
6162,1856028,SDIG,"Stronghold Digital Mining, Inc."
6163,1892274,VEDU,Visionary Education Technology Holdings Group Inc.
6164,1346610,SOS,SOS Ltd
6165,1824884,ADOC,Edoc Acquisition Corp.
6166,1210618,SPI,"SPI Energy Co., Ltd."
6167,1487197,BRFH,BARFRESH FOOD GROUP INC.
6168,1413119,KBLB,"Kraig Biocraft Laboratories, Inc"
6169,1571329,LRFC,Logan Ridge Finance Corp.
6170,1582982,MTBC,"CareCloud, Inc."
6171,887247,ADMP,Adamis Pharmaceuticals Corp
6172,1099668,FOTB,"FIRST OTTAWA BANCSHARES, INC"
6173,27367,DXR,DAXOR CORP
6174,1551040,EDI,Virtus Stone Harbor Emerging Markets Total Income Fund
6175,1769804,AUGX,"Augmedix, Inc."
6176,1621443,ZYNE,"Zynerba Pharmaceuticals, Inc."
6177,1437491,ZEST,"Ecoark Holdings, Inc."
6178,1791278,BLCT,BlueCity Holdings Ltd
6179,1537917,TYME,"TYME TECHNOLOGIES, INC."
6180,1750106,AEI,Alset EHome International Inc.
6181,1659352,CDAK,"Codiak BioSciences, Inc."
6182,1681903,ICCH,"ICC Holdings, Inc."
6183,849146,LFVN,Lifevantage Corp
6184,1879726,SIDU,Sidus Space Inc.
6185,1757840,INDO,Indonesia Energy Corp Ltd
6186,1687919,FGNV,FORGE INNOVATION DEVELOPMENT CORP.
6187,1065078,NTIP,"NETWORK-1 TECHNOLOGIES, INC."
6188,1834975,VEV,VICINITY MOTOR CORP
6189,1810031,FRLN,Freeline Therapeutics Holdings plc
6190,1397616,SSVFF,SOUTHERN SILVER EXPLORATION CORP
6191,1596123,FBVA,"Farmers Bankshares, Inc."
6192,1163389,NWPP,NEW PEOPLES BANKSHARES INC
6193,1707303,DOGZ,Dogness (International) Corp
6194,1652561,DQWS,DSwiss Inc
6195,1661053,NVNO,enVVeno Medical Corp
6196,1583771,HEPA,"Hepion Pharmaceuticals, Inc."
6197,1085243,VTSI,"VirTra, Inc"
6198,1768910,GRCY,Greencity Acquisition Corp
6199,1011509,AUMN,Golden Minerals Co
6200,1527096,MIRO,Miromatrix Medical Inc.
6201,1401521,UIHC,UNITED INSURANCE HOLDINGS CORP.
6202,1383088,CYCA,CYTTA CORP.
6203,1334325,CODA,"Coda Octopus Group, Inc."
6204,1794621,QNGY,"Quanergy Systems, Inc."
6205,8504,UAVS,AgEagle Aerial Systems Inc.
6206,1138978,NVOS,"Novo Integrated Sciences, Inc."
6207,1045742,LIVE,LIVE VENTURES Inc
6208,1719395,EAR,"Eargo, Inc."
6209,12040,BDL,FLANIGANS ENTERPRISES INC
6210,898171,UWHR,UWHARRIE CAPITAL CORP
6211,101538,UAMY,UNITED STATES ANTIMONY CORP
6212,1705402,AGMH,"AGM GROUP HOLDINGS, INC."
6213,1638097,ENTX,Entera Bio Ltd.
6214,1158114,AAOI,"APPLIED OPTOELECTRONICS, INC."
6215,1157075,PMCB,"PharmaCyte Biotech, Inc."
6216,857949,CGA,"China Green Agriculture, Inc."
6217,1563665,BSTG,"Biostage, Inc."
6218,1722387,ITRG,Integra Resources Corp.
6219,1833214,SABS,"SAB Biotherapeutics, Inc."
6220,1604738,AINC,Ashford Inc.
6221,1442999,ABTI,ALTEROLA BIOTECH INC.
6222,1178841,NBO,NEUBERGER BERMAN NEW YORK MUNICIPAL FUND INC.
6223,1888175,PXCLY,Phoenix Copper Limited/ADR
6224,890394,PRSO,Peraso Inc.
6225,1088034,USIO,"Usio, Inc."
6226,1831363,TERN,"Terns Pharmaceuticals, Inc."
6227,791718,EEA,"EUROPEAN EQUITY FUND, INC / MD"
6228,771999,DSS,"DSS, INC."
6229,1731388,EDRY,EuroDry Ltd.
6230,1595527,NYC,"New York City REIT, Inc."
6231,1734005,APM,Aptorum Group Ltd
6232,1817511,SOPA,SOCIETY PASS INCORPORATED.
6233,1006045,IRIX,IRIDEX CORP
6234,888721,TRIB,TRINITY BIOTECH PLC
6235,946936,DSWL,DESWELL INDUSTRIES INC
6236,728387,ISR,"Isoray, Inc."
6237,719733,KTCC,KEY TRONIC CORP
6238,1780731,SDH,"Global Internet of People, Inc."
6239,1778982,HUIZ,Huize Holding Ltd
6240,1392994,FGB,FIRST TRUST SPECIALTY FINANCE & FINANCIAL OPPORTUNITIES FUND
6241,1637890,CYAD,Celyad Oncology SA
6242,1006281,PLX,"Protalix BioTherapeutics, Inc."
6243,1532619,PW,Power REIT
6244,1491487,TKAT,"Takung Art Co., Ltd"
6245,1547158,NDP,"TORTOISE ENERGY INDEPENDENCE FUND, INC."
6246,1759186,BHSE,Bull Horn Holdings Corp.
6247,1477081,KGEIF,Kolibri Global Energy Inc.
6248,949961,IOR,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/
6249,889971,LPTH,LIGHTPATH TECHNOLOGIES INC
6250,946454,BTN,"BALLANTYNE STRONG, INC."
6251,1793855,ASGI,abrdn Global Infrastructure Income Fund
6252,1300050,GPL,GREAT PANTHER MINING Ltd
6253,1792597,CMHF,"Community Heritage Financial, Inc."
6254,814676,CPSH,CPS TECHNOLOGIES CORP/DE/
6255,1532390,WTER,ALKALINE WATER Co INC
6256,1398733,AQST,"Aquestive Therapeutics, Inc."
6257,1181505,PYN,PIMCO NEW YORK MUNICIPAL INCOME FUND III
6258,1409375,OESX,"ORION ENERGY SYSTEMS, INC."
6259,1780785,CNEY,CN ENERGY GROUP. INC.
6260,55529,KEQU,KEWAUNEE SCIENTIFIC CORP /DE/
6261,1031623,GIFI,GULF ISLAND FABRICATION INC
6262,1849466,TCBS,"Texas Community Bancshares, Inc."
6263,1328792,TPCS,TECHPRECISION CORP
6264,1517496,BTCM,BIT Mining Ltd
6265,1598924,ICGL,"Image Chain Group Limited, Inc."
6266,1725134,DMS,"Digital Media Solutions, Inc."
6267,1120370,BWEN,"BROADWIND, INC."
6268,1785345,LABP,"Landos Biopharma, Inc."
6269,1310630,CFOO,China Foods Holdings Ltd.
6270,1386301,RSSS,"Research Solutions, Inc."
6271,1800315,GLTO,"Galecto, Inc."
6272,1083743,FLUX,"Flux Power Holdings, Inc."
6273,1549145,BIOF,"BLUE BIOFUELS, INC."
6274,927355,TESS,TESSCO TECHNOLOGIES INC
6275,933738,ENG,ENGLOBAL CORP
6276,876717,FCO,"ABRDN GLOBAL INCOME FUND, INC."
6277,1267602,ALIM,ALIMERA SCIENCES INC
6278,1580149,BIVI,BIOVIE INC.
6279,1305773,CFMS,Conformis Inc
6280,1520358,MMMB,"MamaMancini's Holdings, Inc."
6281,1819411,GANX,"Gain Therapeutics, Inc."
6282,1755237,CYCN,"Cyclerion Therapeutics, Inc."
6283,1319183,FMY,FIRST TRUST MORTGAGE INCOME FUND
6284,1533743,PCSA,"Processa Pharmaceuticals, Inc."
6285,1619096,SNTW,Summit Networks Inc.
6286,1801762,MLYF,Western Magnesium Corp.
6287,1571934,SNPX,"Synaptogenix, Inc."
6288,1693690,VONI,Veroni Brands Corp.
6289,1659617,MBRX,"Moleculin Biotech, Inc."
6290,1368365,MARK,"REMARK HOLDINGS, INC."
6291,1509261,RZLT,"Rezolute, Inc."
6292,1040896,IDN,"Intellicheck, Inc."
6293,1849296,OKYO,OKYO Pharma Ltd
6294,1108645,CIPI,"Correlate Infrastructure Partners, Inc."
6295,1719406,NRXP,"NRX Pharmaceuticals, Inc."
6296,1191070,BNOX,BIONOMICS LIMITED/FI
6297,1414382,CLEV,Concrete Leveling Systems Inc
6298,1120970,LODE,Comstock Inc.
6299,1183765,MTEM,"Molecular Templates, Inc."
6300,1015739,AWRE,AWARE INC /MA/
6301,1281189,NUBC,NORTHUMBERLAND BANCORP
6302,1683553,SPRB,"SPRUCE BIOSCIENCES, INC."
6303,1391933,QNTO,QUAINT OAK BANCORP INC
6304,1253176,VAPO,VAPOTHERM INC
6305,1445815,BIXT,"BIOXYTRAN, INC"
6306,1216128,ORPB,OREGON PACIFIC BANCORP
6307,949858,ACHV,"ACHIEVE LIFE SCIENCES, INC."
6308,1527702,IQST,iQSTEL Inc
6309,1282224,DLPN,"Dolphin Entertainment, Inc."
6310,875729,BNET,BION ENVIRONMENTAL TECHNOLOGIES INC
6311,1589150,RGBP,Regen BioPharma Inc
6312,1098146,PNBK,PATRIOT NATIONAL BANCORP INC
6313,1119083,MNDO,MIND CTI LTD
6314,1832351,FSRD,"Fast Radius, Inc."
6315,1528188,WNFT,Worldwide NFT Inc.
6316,1787412,WBBA,"WB Burgers Asia, Inc."
6317,1419051,TSOI,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC."
6318,1111741,DYNR,DYNARESOURCE INC
6319,1133062,JANL,JANEL CORP
6320,1654672,PNPL,"PINEAPPLE, INC."
6321,93676,SCX,STARRETT L S CO
6322,1769697,LITM,Snow Lake Resources Ltd.
6323,1832415,BTTX,"Better Therapeutics, Inc."
6324,880242,BLGO,"BIOLARGO, INC."
6325,862692,CCEL,CRYO CELL INTERNATIONAL INC
6326,1537028,ICD,"Independence Contract Drilling, Inc."
6327,1601280,MDXL,"MediXall Group, Inc."
6328,1116548,MXROF,MAX RESOURCE CORP.
6329,1813783,VMAR,Vision Marine Technologies Inc.
6330,1602409,FNGR,"FingerMotion, Inc."
6331,1401040,DMAC,DiaMedica Therapeutics Inc.
6332,885731,NXN,NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO
6333,1371451,HEOL,HIGHWATER ETHANOL LLC
6334,896494,SNT,SENSTAR TECHNOLOGIES LTD.
6335,1840102,SPTY,"SPECIFICITY, INC."
6336,1407973,SONX,"Sonendo, Inc."
6337,1667313,ZDGE,"Zedge, Inc."
6338,1591956,ANY,Sphere 3D Corp.
6339,1094038,MRKR,"Marker Therapeutics, Inc."
6340,1505611,DPSI,"DecisionPoint Systems, Inc."
6341,1865482,FTRP,Field Trip Health Ltd.
6342,1205922,VCNX,"VACCINEX, INC."
6343,1404281,ELDN,"Eledon Pharmaceuticals, Inc."
6344,1460602,ORGS,Orgenesis Inc.
6345,1419275,GBOX,GreenBox POS
6346,1017303,TACT,TRANSACT TECHNOLOGIES INC
6347,2186,BKTI,BK Technologies Corp
6348,1659323,ITRM,Iterum Therapeutics plc
6349,1610618,CDTX,"Cidara Therapeutics, Inc."
6350,1594555,HVBC,"HV Bancorp, Inc."
6351,1425355,MCVT,"Mill City Ventures III, Ltd"
6352,1253689,GLYC,GLYCOMIMETICS INC
6353,1592782,NUKK,Nukkleus Inc.
6354,1779476,KRKR,36Kr Holdings Inc.
6355,1024095,CDJM,"Carnegie Development, Inc"
6356,1779578,QLI,Qilian International Holding Group Ltd
6357,1840229,INKT,"MiNK Therapeutics, Inc."
6358,1453593,XTNT,"Xtant Medical Holdings, Inc."
6359,33992,KINS,"KINGSTONE COMPANIES, INC."
6360,819913,HALL,HALLMARK FINANCIAL SERVICES INC
6361,1413745,ANTE,AIRNET TECHNOLOGY INC.
6362,1433309,PLTYF,"Plastec Technologies, Ltd."
6363,1614744,PPBT,PURPLE BIOTECH LTD.
6364,1829794,VLCN,"Volcon, Inc."
6365,1787005,CNNB,"Cincinnati Bancorp, Inc."
6366,1878313,MAIA,"MAIA Biotechnology, Inc."
6367,864240,SYPR,SYPRIS SOLUTIONS INC
6368,1555074,AAMC,Altisource Asset Management Corp
6369,1404644,NLTX,"Neoleukin Therapeutics, Inc."
6370,1864055,MOXC,Moxian (BVI) Inc
6371,355379,MDWT,MIDWEST HOLDING INC.
6372,1560258,ECOR,"electroCore, Inc."
6373,1622057,NBIO,Nascent Biotech Inc.
6374,1626971,CRVS,"Corvus Pharmaceuticals, Inc."
6375,1023109,CVVUF,CANALASKA URANIUM LTD
6376,1527102,GENH,"Generation Hemp, Inc."
6377,1174940,OGEN,ORAGENICS INC
6378,1691221,FRSX,Foresight Autonomous Holdings Ltd.
6379,1622879,SHWZ,"Medicine Man Technologies, Inc."
6380,1166362,STBI,STURGIS BANCORP INC
6381,1743340,TC,TuanChe Ltd
6382,1031233,PPBN,PINNACLE BANKSHARES CORP
6383,1776067,OCG,Oriental Culture Holding LTD
6384,1681087,AVRO,"AVROBIO, Inc."
6385,1159281,ALR,AlerisLife Inc.
6386,1690080,ATNF,180 Life Sciences Corp.
6387,885462,GURE,"GULF RESOURCES, INC."
6388,1736243,ACXP,"Acurx Pharmaceuticals, Inc."
6389,1575295,ALID,Allied Corp.
6390,1784851,SHPW,"Shapeways Holdings, Inc."
6391,1686000,JGLDF,Japan Gold Corp.
6392,353184,AIRT,AIR T INC
6393,1336050,EGF,"BlackRock Enhanced Government Fund, Inc."
6394,744452,APDN,APPLIED DNA SCIENCES INC
6395,1522860,AFIB,"Acutus Medical, Inc."
6396,1624512,BOXL,Boxlight Corp
6397,1622345,POLA,"Polar Power, Inc."
6398,1756499,MCLD,mCloud Technologies Corp.
6399,1350073,ICNB,"Iconic Brands, Inc."
6400,1819615,CLVR,Clever Leaves Holdings Inc.
6401,1053369,ELTP,ELITE PHARMACEUTICALS INC /NV/
6402,1553404,PGTK,Pacific Green Technologies Inc.
6403,1500122,NVGI,"Noble Vici Group, Inc."
6404,1843656,AMAO,American Acquisition Opportunity Inc.
6405,1698113,ID,"PARTS iD, Inc."
6406,1801602,SBIG,"SpringBig Holdings, Inc."
6407,1828098,STKH,Steakholder Foods Ltd.
6408,1740279,INAB,"IN8BIO, INC."
6409,1871149,RGF,"Real Good Food Company, Inc."
6410,1645260,TOMDF,TODOS MEDICAL LTD.
6411,1874097,CYN,Cyngn Inc.
6412,1574565,EVGN,Evogene Ltd.
6413,1484737,HFBK,Harford Bank
6414,1172102,FSRL,FIRST RELIANCE BANCSHARES INC
6415,1084133,RLBD,"Real Brands, Inc."
6416,1418489,GNRV,GRAND RIVER COMMERCE INC
6417,1634447,ISUN,"ISUN, INC."
6418,1363438,FEO,FIRST TRUST/ABRDN EMERGING OPPORTUNITY FUND
6419,1230058,KANP,KAANAPALI LAND LLC
6420,825324,GTIM,Good Times Restaurants Inc.
6421,1421819,HJGP,"Hanjiao Group, Inc."
6422,1809158,KUKE,Kuke Music Holding Ltd
6423,1616262,RMCF,"Rocky Mountain Chocolate Factory, Inc."
6424,65759,MPAD,MICROPAC INDUSTRIES INC
